0.000,1.000,1.000,22.700,32.600,0.000,
0.050,3.000,2.000,22.700,32.600,0.000,
0.100,16.000,12.000,22.700,32.600,0.000,
0.150,34.000,28.000,22.700,32.600,0.000,
0.200,53.000,45.000,22.800,32.600,0.000,
0.250,76.000,67.000,22.700,32.600,0.000,
0.300,99.000,91.000,22.700,32.600,-1.000,
0.350,121.000,112.000,22.700,32.600,-1.000,
0.400,143.000,133.000,22.700,32.600,-1.000,
0.450,165.000,155.000,22.700,32.600,-1.000,
0.500,186.000,174.000,22.500,43.700,-2.000,
0.550,207.000,194.000,22.500,37.200,-2.000,
0.600,227.000,213.000,22.500,32.600,-2.000,
0.650,247.000,232.000,22.900,11.300,-2.000,
0.700,265.000,249.000,22.000,11.400,-3.000,
0.750,289.000,271.000,22.700,29.600,-3.000,
0.800,308.000,289.000,22.700,29.600,-3.000,
0.850,329.000,309.000,22.100,29.600,-4.000,
0.900,350.000,328.000,22.500,29.600,-4.000,
0.950,370.000,347.000,23.300,29.600,-5.000,
1.000,392.000,367.000,22.700,29.600,-5.000,
1.050,410.000,385.000,22.000,32.600,-5.000,
1.100,431.000,404.000,21.700,32.600,-5.000,
1.150,452.000,424.000,21.700,32.600,-6.000,
1.200,472.000,443.000,22.100,23.700,-6.000,
1.250,493.000,463.000,21.200,23.700,-6.000,
1.300,514.000,483.000,21.700,23.700,-6.000,
1.350,533.000,502.000,21.700,23.700,-6.000,
1.400,555.000,523.000,21.200,23.700,-7.000,
1.450,574.000,542.000,21.300,23.700,-7.000,
1.500,595.000,562.000,21.100,74.400,-7.000,
1.550,615.000,582.000,21.100,73.000,-7.000,
1.600,633.000,600.000,20.600,72.100,-7.000,
1.650,655.000,621.000,20.700,32.100,-7.000,
1.700,676.000,641.000,20.400,69.800,-7.000,
1.750,696.000,659.000,20.300,68.900,-8.000,
1.800,717.000,679.000,20.300,68.700,-8.000,
1.850,738.000,700.000,19.800,32.100,-8.000,
1.900,759.000,720.000,19.900,66.800,-8.000,
1.950,780.000,741.000,19.700,65.400,-8.000,
2.000,801.000,761.000,19.100,64.500,-8.000,
2.050,821.000,781.000,19.000,62.600,-8.000,
2.100,840.000,801.000,19.000,62.200,-8.000,
2.150,861.000,822.000,19.000,60.900,-8.000,
2.200,881.000,843.000,19.000,60.500,-8.000,
2.250,900.000,863.000,19.000,59.500,-8.000,
2.300,920.000,884.000,19.000,58.200,-8.000,
2.350,939.000,904.000,19.000,57.800,-7.000,
2.400,957.000,923.000,18.100,56.700,-7.000,
2.450,977.000,943.000,18.100,55.900,-7.000,
2.500,997.000,963.000,17.400,55.000,-7.000,
2.550,1017.000,985.000,17.900,53.800,-6.000,
2.600,1035.000,1003.000,17.900,52.700,-6.000,
2.650,1057.000,1027.000,17.900,51.900,-6.000,
2.700,1074.000,1045.000,17.900,50.600,-5.000,
2.750,1094.000,1065.000,17.900,49.800,-5.000,
2.800,1113.000,1087.000,17.900,49.000,-4.000,
2.850,1130.000,1107.000,17.900,47.900,-4.000,
2.900,1143.000,1126.000,16.600,47.100,-3.000,
2.950,1147.000,1147.000,16.600,46.200,-1.000,
3.000,1143.000,1167.000,16.600,45.600,4.000,
3.050,1140.000,1185.000,17.000,45.200,11.000,
3.100,1148.000,1202.000,17.900,45.200,17.000,
3.150,1161.000,1219.000,18.100,44.700,20.000,
3.200,1176.000,1237.000,18.400,44.800,20.000,
3.250,1195.000,1256.000,18.400,43.500,20.000,
3.300,1214.000,1275.000,18.900,42.800,20.000,
3.350,1233.000,1295.000,18.900,41.800,20.000,
3.400,1253.000,1315.000,18.900,41.000,21.000,
3.450,1271.000,1336.000,19.000,39.700,21.000,
3.500,1289.000,1355.000,19.700,39.300,22.000,
3.550,1307.000,1377.000,19.900,38.400,23.000,
3.600,1325.000,1397.000,20.400,37.600,23.000,
3.650,1342.000,1417.000,21.100,36.500,24.000,
3.700,1361.000,1438.000,21.200,35.700,25.000,
3.750,1379.000,1458.000,21.900,32.100,26.000,
3.800,1397.000,1479.000,22.900,34.900,28.000,
3.850,1415.000,1502.000,22.900,34.000,31.000,
3.900,1431.000,1523.000,24.300,33.800,34.000,
3.950,1449.000,1543.000,25.100,34.500,38.000,
4.000,1465.000,1563.000,27.200,34.800,41.000,
4.050,1485.000,1585.000,32.600,36.100,45.000,
4.100,1503.000,1604.000,38.300,36.100,47.000,
4.150,1523.000,1624.000,33.000,44.600,49.000,
4.200,1542.000,1643.000,32.600,44.800,51.000,
4.250,1563.000,1663.000,32.800,44.500,53.000,
4.300,1581.000,1682.000,33.000,43.900,54.000,
4.350,1601.000,1702.000,41.100,45.600,56.000,
4.400,1623.000,1723.000,32.600,45.600,59.000,
4.450,1641.000,1741.000,32.600,45.600,60.000,
4.500,1661.000,1761.000,27.100,45.600,62.000,
4.550,1681.000,1782.000,26.500,45.600,64.000,
4.600,1699.000,1801.000,24.900,45.600,65.000,
4.650,1719.000,1821.000,24.300,45.600,66.000,
4.700,1739.000,1843.000,23.700,137.600,67.000,
4.750,1759.000,1863.000,23.300,137.600,69.000,
4.800,1777.000,1884.000,22.900,137.200,70.000,
4.850,1797.000,1905.000,21.100,137.200,72.000,
4.900,1817.000,1926.000,20.400,137.200,74.000,
4.950,1835.000,1947.000,19.900,137.200,75.000,
5.000,1854.000,1968.000,19.100,135.100,77.000,
5.050,1872.000,1988.000,19.000,135.100,78.000,
5.100,1891.000,2009.000,19.000,135.100,80.000,
5.150,1907.000,2028.000,18.400,130.900,81.000,
5.200,1926.000,2049.000,18.500,129.000,82.000,
5.250,1943.000,2069.000,18.300,129.000,83.000,
5.300,1960.000,2089.000,17.600,128.200,84.000,
5.350,1978.000,2109.000,17.900,126.200,86.000,
5.400,1995.000,2129.000,17.400,125.500,86.000,
5.450,2015.000,2152.000,17.000,124.600,87.000,
5.500,2032.000,2172.000,16.600,123.600,88.000,
5.550,2048.000,2191.000,16.600,121.700,89.000,
5.600,2067.000,2212.000,16.600,120.200,89.000,
5.650,2085.000,2231.000,16.400,119.600,90.000,
5.700,2103.000,2252.000,15.700,118.300,90.000,
5.750,2121.000,2271.000,15.700,78.400,91.000,
5.800,2138.000,2289.000,16.200,115.600,92.000,
5.850,2157.000,2311.000,17.300,115.600,92.000,
5.900,2177.000,2332.000,15.700,115.600,92.000,
5.950,2197.000,2353.000,15.400,115.600,92.000,
6.000,2217.000,2372.000,14.900,115.600,92.000,
6.050,2235.000,2393.000,15.400,35.700,93.000,
6.100,2256.000,2415.000,15.600,35.700,93.000,
6.150,2274.000,2433.000,15.600,107.400,94.000,
6.200,2292.000,2453.000,14.900,70.600,94.000,
6.250,2311.000,2474.000,14.900,70.600,94.000,
6.300,2329.000,2495.000,14.900,70.600,95.000,
6.350,2345.000,2513.000,14.900,105.000,95.000,
6.400,2365.000,2535.000,15.400,103.200,96.000,
6.450,2384.000,2556.000,15.400,103.200,97.000,
6.500,2405.000,2579.000,14.900,103.200,97.000,
6.550,2419.000,2595.000,15.400,103.200,98.000,
6.600,2437.000,2615.000,15.600,103.200,99.000,
6.650,2457.000,2636.000,14.900,100.200,99.000,
6.700,2475.000,2656.000,14.900,100.200,100.000,
6.750,2493.000,2676.000,14.900,97.500,100.000,
6.800,2513.000,2697.000,14.900,97.500,100.000,
6.850,2533.000,2718.000,15.800,44.600,101.000,
6.900,2551.000,2738.000,15.400,44.600,101.000,
6.950,2569.000,2758.000,15.400,44.600,102.000,
7.000,2589.000,2779.000,16.400,91.500,102.000,
7.050,2607.000,2799.000,15.600,90.100,103.000,
7.100,2626.000,2819.000,15.700,89.400,103.000,
7.150,2645.000,2840.000,16.200,89.400,103.000,
7.200,2663.000,2861.000,16.200,89.400,104.000,
7.250,2681.000,2880.000,15.700,89.400,104.000,
7.300,2699.000,2900.000,16.400,89.400,105.000,
7.350,2717.000,2921.000,18.300,89.400,105.000,
7.400,2735.000,2940.000,18.300,87.300,106.000,
7.450,2757.000,2963.000,16.600,77.900,107.000,
7.500,2774.000,2981.000,17.300,77.900,107.000,
7.550,2793.000,3001.000,17.300,77.900,107.000,
7.600,2813.000,3023.000,17.900,80.800,108.000,
7.650,2832.000,3043.000,17.400,78.700,108.000,
7.700,2851.000,3063.000,17.400,78.800,108.000,
7.750,2871.000,3083.000,17.900,77.200,108.000,
7.800,2890.000,3104.000,18.100,68.900,108.000,
7.850,2910.000,3124.000,18.300,75.800,109.000,
7.900,2929.000,3144.000,18.300,75.800,109.000,
7.950,2948.000,3163.000,18.900,75.800,109.000,
8.000,2968.000,3184.000,18.900,73.600,109.000,
8.050,2989.000,3206.000,18.900,72.100,110.000,
8.100,3007.000,3225.000,18.900,71.300,110.000,
8.150,3027.000,3246.000,19.100,70.600,110.000,
8.200,3047.000,3267.000,19.000,69.800,110.000,
8.250,3065.000,3285.000,19.100,68.700,111.000,
8.300,3086.000,3308.000,19.700,67.200,111.000,
8.350,3105.000,3328.000,19.900,66.800,111.000,
8.400,3124.000,3347.000,19.700,66.000,111.000,
8.450,3145.000,3369.000,20.300,65.100,112.000,
8.500,3165.000,3390.000,20.500,64.100,112.000,
8.550,3185.000,3409.000,20.400,62.500,112.000,
8.600,3205.000,3429.000,20.900,32.600,112.000,
8.650,3226.000,3449.000,20.900,61.800,112.000,
8.700,3249.000,3471.000,20.900,59.800,111.000,
8.750,3271.000,3493.000,20.600,58.600,111.000,
8.800,3291.000,3512.000,21.200,57.800,111.000,
8.850,3311.000,3531.000,24.300,47.500,111.000,
8.900,3331.000,3550.000,23.300,55.900,111.000,
8.950,3350.000,3569.000,22.100,55.100,111.000,
